Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2017-03-23,BPCL,EQ,645.0,655.0,660.0,648.1,655.8,655.05,654.68,3828836,250666074755000.03,50711.0,1921507,0.5019
2017-03-24,BPCL,EQ,655.05,650.0,652.0,645.1,650.0,649.7,648.49,1835168,119008798725000.0,36762.0,1082326,0.5898
2017-03-27,BPCL,EQ,649.7,649.8,653.9,640.95,642.5,643.15,644.21,1863308,120036961209999.98,49365.0,1239565,0.6652
2017-03-28,BPCL,EQ,643.15,641.5,648.4,640.0,647.5,645.95,644.34,1141767,73569032870000.0,39978.0,625528,0.5479
2017-03-29,BPCL,EQ,645.95,647.5,650.5,641.05,641.5,643.1,644.74,1387916,89484129585000.0,50167.0,722884,0.5208
2017-03-30,BPCL,EQ,643.1,643.1,646.5,638.45,641.05,640.65,641.32,3104296,199085375165000.0,50463.0,2485642,0.8007
2017-03-31,BPCL,EQ,640.65,644.0,658.0,642.05,649.45,649.85,651.46,2458379,160152852685000.0,70367.0,1505778,0.6125
2017-04-03,BPCL,EQ,649.85,649.0,649.55,636.6,639.9,638.4,640.18,1008889,64587187045000.01,32013.0,547619,0.5428000000000001
2017-04-05,BPCL,EQ,638.4,643.2,643.3,631.2,637.8,637.75,634.69,3364439,213537618845000.0,70614.0,2524401,0.7503000000000001
2017-04-06,BPCL,EQ,637.75,637.8,647.6,632.5,647.0,646.2,641.05,1842257,118097409915000.02,53047.0,1204636,0.6539
2017-04-07,BPCL,EQ,646.2,643.0,679.5,642.55,675.8,675.35,666.74,5260351,350726140210000.0,71726.0,2745085,0.5218
2017-04-10,BPCL,EQ,675.35,680.0,704.85,680.0,697.05,700.3,697.07,5161028,359761664875000.0,74852.0,2265672,0.439
2017-04-11,BPCL,EQ,700.3,703.9,713.6,700.2,711.6,710.4,709.75,3565925,253092229319999.97,63663.0,2097681,0.5883
2017-04-12,BPCL,EQ,710.4,713.4,721.65,698.25,718.0,717.3,712.1,2189893,155941206050000.0,68001.0,651859,0.2977
2017-04-13,BPCL,EQ,717.3,720.85,741.95,711.05,728.9,731.1,730.88,3211310,234708389225000.0,61464.0,1025280,0.31930000000000003
2017-04-17,BPCL,EQ,731.1,729.0,738.0,718.65,725.3,723.75,726.63,1544672,112240354350000.0,29066.0,555612,0.3597
2017-04-18,BPCL,EQ,723.75,725.5,736.55,722.15,723.4,724.2,729.43,1743515,127177726155000.0,41454.0,748806,0.42950000000000005
2017-04-19,BPCL,EQ,724.2,723.4,731.7,711.7,724.65,722.9,721.41,1830694,132067607220000.0,49570.0,928345,0.5071
2017-04-20,BPCL,EQ,722.9,725.25,729.85,720.0,721.25,721.3,722.6,1233262,89115222865000.0,34858.0,659183,0.5345000000000001
2017-04-21,BPCL,EQ,721.3,724.45,727.35,713.2,716.4,715.8,717.44,1212266,86972270315000.0,26545.0,687873,0.5674
2017-04-24,BPCL,EQ,715.8,716.2,720.0,706.05,716.4,714.85,712.82,1415916,100928959765000.0,26528.0,833874,0.5889
2017-04-25,BPCL,EQ,714.85,717.0,741.8,717.0,740.2,739.35,734.32,2445899,179606994190000.0,58502.0,1142752,0.4672
2017-04-26,BPCL,EQ,739.35,741.9,744.9,722.5,729.0,731.75,733.21,1324304,97098898925000.0,42804.0,636172,0.4804
2017-04-27,BPCL,EQ,731.75,731.8,738.45,723.75,736.0,736.0,733.9,1117145,81987053925000.0,28645.0,376428,0.337
2017-04-28,BPCL,EQ,736.0,739.0,739.7,716.75,725.25,719.25,721.69,1336711,96469255775000.0,39437.0,717445,0.5367000000000001
2017-05-02,BPCL,EQ,719.25,727.0,743.0,721.25,741.3,739.85,736.55,2209271,162723572795000.0,55450.0,958645,0.4339
2017-05-03,BPCL,EQ,739.85,744.0,753.55,728.5,737.1,736.2,741.65,2474078,183489719315000.0,47212.0,938302,0.3793
2017-05-04,BPCL,EQ,736.2,741.0,741.0,719.8,732.3,731.5,727.1,1764395,128289936409999.98,47334.0,1016438,0.5761000000000001
2017-05-05,BPCL,EQ,731.5,735.0,745.0,720.0,724.7,724.75,731.26,2559463,187164170010000.0,51907.0,1174463,0.45890000000000003
2017-05-08,BPCL,EQ,724.75,726.0,729.6,710.1,714.8,715.6,717.01,1846513,132396151470000.0,43186.0,989928,0.5361
2017-05-09,BPCL,EQ,715.6,717.5,723.0,710.35,721.0,721.4,718.55,1280378,92001738990000.0,38345.0,503595,0.3933
2017-05-10,BPCL,EQ,721.4,727.8,730.0,720.45,729.2,728.25,726.88,1506573,109509206695000.0,40222.0,773708,0.5136000000000001
2017-05-11,BPCL,EQ,728.25,732.25,735.4,725.0,731.25,730.65,731.32,1338187,97864607115000.0,43812.0,709727,0.5304
2017-05-12,BPCL,EQ,730.65,730.6,735.95,725.0,733.0,733.15,730.75,1006454,73546489600000.0,25597.0,422687,0.42
2017-05-15,BPCL,EQ,733.15,734.65,736.0,723.0,729.0,727.85,728.22,839675,61146841320000.01,18823.0,289193,0.3444
2017-05-16,BPCL,EQ,727.85,727.0,735.0,723.0,733.25,733.3,729.34,871521,63563511090000.0,21083.0,282494,0.3241
2017-05-17,BPCL,EQ,733.3,732.9,734.0,723.5,727.05,727.45,727.8,1141029,83043601515000.0,35138.0,537536,0.4711
2017-05-18,BPCL,EQ,727.45,722.2,727.5,711.0,712.6,714.9,717.16,1047741,75139450905000.0,29422.0,351569,0.33549999999999996
2017-05-19,BPCL,EQ,714.9,715.25,722.45,700.0,703.5,702.45,709.17,1069546,75848798130000.0,44401.0,407185,0.38070000000000004
2017-05-22,BPCL,EQ,702.45,701.0,701.0,686.55,697.5,695.6,691.93,1506937,104269134165000.0,52019.0,634958,0.4214
2017-05-23,BPCL,EQ,695.6,694.2,706.0,688.4,700.0,699.55,697.8,1792660,125092405395000.0,66648.0,964018,0.5378000000000001
2017-05-24,BPCL,EQ,699.55,703.0,716.7,691.25,716.7,711.9,701.99,2350022,164968198145000.0,140564.0,1479410,0.6295000000000001
2017-05-25,BPCL,EQ,711.9,714.7,733.0,707.0,723.05,726.85,721.79,3558464,256846915355000.03,104647.0,2017304,0.5669
2017-05-26,BPCL,EQ,726.85,722.1,753.95,703.0,753.0,749.65,727.91,3807638,277160760094999.97,64761.0,1482083,0.38920000000000005
2017-05-29,BPCL,EQ,749.65,754.0,769.25,747.0,747.95,754.85,757.59,4288268,324876296215000.0,169064.0,2246971,0.524
2017-05-30,BPCL,EQ,754.85,743.75,744.95,725.7,740.0,738.75,734.38,2473708,181664033510000.0,83656.0,978649,0.3956
2017-05-31,BPCL,EQ,738.75,740.2,748.15,738.0,739.4,742.65,743.08,2197498,163292366340000.0,88316.0,1229751,0.5596
2017-06-01,BPCL,EQ,742.65,739.4,746.8,728.95,737.0,739.0,736.02,1503332,110648005605000.0,32527.0,800261,0.5323
2017-06-02,BPCL,EQ,739.0,738.8,740.0,722.85,723.5,724.8,728.55,1325119,96541099460000.0,47451.0,732620,0.5529000000000001
2017-06-05,BPCL,EQ,724.8,725.0,737.6,723.65,728.0,728.55,731.62,1346477,98510992370000.0,19346.0,523893,0.3891
2017-06-06,BPCL,EQ,728.55,731.0,736.0,723.65,726.35,725.55,729.14,1533652,111824896790000.02,45005.0,888412,0.5793
2017-06-07,BPCL,EQ,725.55,727.0,727.4,711.0,717.05,717.3,715.6,2865029,205022391785000.0,81722.0,1871440,0.6531999999999999
2017-06-08,BPCL,EQ,717.3,724.85,728.5,705.2,705.5,706.85,712.27,2230516,158873709590000.0,78354.0,1321275,0.5924
2017-06-09,BPCL,EQ,706.85,709.2,711.35,695.5,703.05,703.75,701.59,1946776,136584457380000.0,60747.0,918180,0.47159999999999996
2017-06-12,BPCL,EQ,703.75,704.9,706.7,699.0,701.5,701.7,703.18,1739368,122309257830000.0,28894.0,1018385,0.5855
2017-06-13,BPCL,EQ,701.7,706.7,708.65,697.35,698.0,699.0,702.01,823765,57829360585000.0,27553.0,353292,0.4289
2017-06-14,BPCL,EQ,699.0,699.0,700.2,689.4,691.55,692.0,692.68,1896344,131356674805000.0,77598.0,1317203,0.6946
2017-06-15,BPCL,EQ,692.0,692.0,695.0,663.5,670.55,670.4,672.45,4483215,301471590340000.0,85004.0,2387470,0.5325
2017-06-16,BPCL,EQ,670.4,677.1,683.65,670.5,674.9,673.8,675.66,4679690,316186560530000.0,115515.0,2901809,0.6201
2017-06-19,BPCL,EQ,673.8,677.0,678.7,666.0,667.95,667.15,670.55,2036679,136570424205000.0,53976.0,1302473,0.6395000000000001
2017-06-20,BPCL,EQ,667.15,668.05,671.85,662.2,664.8,664.75,666.88,2195045,146382151250000.0,52611.0,1256115,0.5723
2017-06-21,BPCL,EQ,664.75,667.0,667.0,651.15,654.0,654.4,655.32,2679260,175576451455000.0,88491.0,1658448,0.619
2017-06-22,BPCL,EQ,654.4,652.2,654.6,637.0,642.75,641.8,644.16,3402724,219190290144999.97,82846.0,1820314,0.535
2017-06-23,BPCL,EQ,641.8,645.0,646.05,628.6,630.4,630.75,633.56,1757857,111371131895000.0,60442.0,694401,0.395
2017-06-27,BPCL,EQ,630.75,629.0,629.0,599.0,611.9,612.05,605.78,9429084,571197021690000.0,102181.0,6112111,0.6482
2017-06-28,BPCL,EQ,612.05,610.0,624.6,608.65,617.1,616.7,618.89,3532200,218604355890000.0,101719.0,1885931,0.5339
2017-06-29,BPCL,EQ,616.7,617.5,633.3,617.0,627.3,626.05,626.07,5277522,330407894775000.0,117633.0,3214295,0.6091
2017-06-30,BPCL,EQ,626.05,624.05,641.3,622.35,638.1,639.4,634.25,4307467,273200597765000.0,138071.0,3098301,0.7193
2017-07-03,BPCL,EQ,639.4,640.1,651.35,640.1,649.0,649.35,647.04,3588253,232174598480000.03,129759.0,2510733,0.6997
2017-07-04,BPCL,EQ,649.35,647.7,665.0,645.95,657.1,657.2,660.19,7443636,491424094775000.0,58985.0,5582357,0.75
2017-07-05,BPCL,EQ,657.2,658.0,663.75,656.35,663.0,662.1,661.01,1720386,113718396900000.0,41318.0,915436,0.5321
2017-07-06,BPCL,EQ,662.1,663.9,664.0,657.5,660.0,660.05,660.31,2409907,159128249725000.0,56223.0,1805330,0.7491
2017-07-07,BPCL,EQ,660.05,661.0,669.75,659.1,664.05,663.95,665.02,3653118,242939031435000.0,48296.0,2885631,0.7898999999999999
2017-07-10,BPCL,EQ,663.95,645.2,691.2,645.2,663.7,664.65,667.26,489540,32664837314999.996,5810.0,394760,0.8064
2017-07-11,BPCL,EQ,664.65,668.9,680.8,664.25,679.95,678.3,674.24,3743038,252371342205000.03,72913.0,2774047,0.7411
2017-07-12,BPCL,EQ,678.3,684.0,687.0,678.25,684.0,683.7,683.15,3134866,214158660080000.0,73817.0,2154637,0.6873
2017-07-13,BPCL,EQ,683.7,458.0,465.75,454.4,458.3,458.55,459.27,3875953,178012489655000.0,65001.0,2132629,0.5502
2017-07-14,BPCL,EQ,458.55,462.9,464.4,456.1,461.0,460.8,460.61,2661189,122576226875000.0,81157.0,1479104,0.5558
2017-07-17,BPCL,EQ,460.8,461.0,469.0,460.0,468.95,467.45,464.54,2040756,94801494770000.0,33587.0,1188089,0.5822
2017-07-18,BPCL,EQ,467.45,467.45,475.0,464.35,469.8,468.6,469.95,2797527,131470666130000.0,56007.0,1653157,0.5909000000000001
2017-07-19,BPCL,EQ,468.6,470.0,472.95,465.6,469.1,469.85,469.01,2545148,119370151645000.0,35874.0,1749886,0.6875
2017-07-20,BPCL,EQ,469.85,468.85,471.5,463.45,467.5,467.2,467.78,1799528,84178465020000.0,59463.0,1009345,0.5609000000000001
2017-07-21,BPCL,EQ,467.2,467.2,468.9,461.4,467.1,467.15,465.22,2005524,93301281105000.0,24249.0,1331016,0.6637000000000001
2017-07-24,BPCL,EQ,467.15,466.1,472.75,464.9,465.9,466.2,468.06,2591181,121282793070000.0,46179.0,2016961,0.7784000000000001
2017-07-25,BPCL,EQ,466.2,466.25,468.6,463.75,466.4,466.9,466.41,4180442,194980220235000.0,44621.0,3381815,0.809
2017-07-26,BPCL,EQ,466.9,466.5,472.55,466.5,471.0,471.4,470.3,3228336,151828189380000.0,37487.0,2437191,0.7549
2017-07-27,BPCL,EQ,471.4,471.4,480.0,471.05,479.85,477.2,474.9,3556685,168908138365000.0,38990.0,2842789,0.7993000000000001
2017-07-28,BPCL,EQ,477.2,474.0,480.5,469.4,474.0,475.6,475.04,3727475,177069655190000.0,48904.0,2731268,0.7327
2017-07-31,BPCL,EQ,475.6,472.55,478.1,468.65,471.0,471.15,472.72,3000612,141843889740000.0,43176.0,2210917,0.7368000000000001
2017-08-01,BPCL,EQ,471.15,472.1,486.95,472.0,484.95,485.6,482.02,3492479,168343640945000.0,60368.0,2266443,0.6489
2017-08-02,BPCL,EQ,485.6,485.6,489.5,484.7,487.5,486.3,486.39,3574128,173840787090000.0,37902.0,2569090,0.7188
2017-08-03,BPCL,EQ,486.3,489.3,498.7,485.1,490.15,490.0,491.16,6212375,305128117320000.0,84464.0,3881619,0.6248
2017-08-04,BPCL,EQ,490.0,491.4,525.5,491.0,518.75,517.9,505.01,5406360,273028525610000.0,73838.0,2635223,0.48740000000000006
2017-08-07,BPCL,EQ,517.9,520.0,529.0,514.55,525.95,527.7,522.89,4681753,244803096465000.0,83009.0,1710135,0.3653
2017-08-08,BPCL,EQ,527.7,527.7,528.55,502.75,504.5,505.05,512.59,4298541,220339620075000.0,90711.0,2515585,0.5852
2017-08-09,BPCL,EQ,505.05,501.5,512.2,493.0,494.95,495.95,502.01,3120575,156656308450000.0,46832.0,1521985,0.4877
2017-08-10,BPCL,EQ,495.95,493.9,495.0,471.6,482.0,481.5,482.32,4848050,233830982215000.0,94947.0,2542768,0.5245000000000001
2017-08-11,BPCL,EQ,481.5,475.15,491.95,472.05,484.5,484.3,483.37,4211969,203592220845000.0,84384.0,1815347,0.43100000000000005
2017-08-14,BPCL,EQ,484.3,483.5,483.5,465.3,478.8,478.35,474.08,4842669,229579206485000.0,69250.0,2357592,0.4868
2017-08-16,BPCL,EQ,478.35,479.85,488.2,474.0,484.65,483.95,481.14,3202080,154063343395000.0,71778.0,1760246,0.5497
2017-08-17,BPCL,EQ,483.95,485.0,504.3,480.15,494.2,493.7,494.38,4640313,229405648369999.97,74891.0,1485267,0.3201
2017-08-18,BPCL,EQ,493.7,493.0,511.6,488.0,504.6,503.3,503.56,5973154,300785313735000.0,92511.0,2257974,0.378
2017-08-21,BPCL,EQ,503.3,506.3,515.8,495.1,498.6,497.75,505.42,4359678,220345976710000.0,81672.0,1904772,0.4369
2017-08-22,BPCL,EQ,497.75,493.5,513.0,493.5,511.65,510.35,506.41,4590059,232444491675000.0,96904.0,1767998,0.38520000000000004
2017-08-23,BPCL,EQ,510.35,514.95,514.95,506.1,509.4,509.7,509.48,3071333,156477439605000.0,55545.0,1523753,0.4961
2017-08-24,BPCL,EQ,509.7,510.35,514.5,504.25,508.5,508.2,508.82,2927916,148976949460000.0,49168.0,1693403,0.5784
2017-08-28,BPCL,EQ,508.2,508.3,509.85,500.5,508.3,508.0,506.06,3110427,157406642040000.0,77112.0,1966356,0.6322
2017-08-29,BPCL,EQ,508.0,508.0,518.45,501.45,503.05,504.1,511.1,3872671,197933861815000.0,63890.0,1382724,0.35700000000000004
2017-08-30,BPCL,EQ,504.1,510.9,524.3,508.0,521.0,520.95,518.3,4117206,213394879990000.0,60753.0,1784468,0.43340000000000006
2017-08-31,BPCL,EQ,520.95,520.5,534.45,516.9,528.05,529.0,527.98,5963684,314873441195000.0,118812.0,2903143,0.4868
2017-09-01,BPCL,EQ,529.0,532.0,539.85,525.1,536.2,537.4,531.29,3655195,194195129420000.0,83540.0,1861326,0.5092
2017-09-04,BPCL,EQ,537.4,537.4,546.1,527.5,529.85,531.15,538.15,4481134,241150305225000.0,64832.0,1774037,0.39590000000000003
2017-09-05,BPCL,EQ,531.15,530.1,541.5,527.5,538.8,539.25,534.51,2009172,107391568559999.98,36797.0,605377,0.3013
2017-09-06,BPCL,EQ,539.25,537.3,537.3,529.75,534.9,534.9,533.24,1845891,98431158295000.0,41669.0,705051,0.38200000000000006
2017-09-07,BPCL,EQ,534.9,538.0,538.75,521.95,523.2,524.1,526.52,3264681,171891730535000.0,71474.0,1743266,0.534
2017-09-08,BPCL,EQ,524.1,525.0,527.7,511.2,513.2,513.35,516.87,3212539,166045287035000.0,77238.0,1709184,0.532
2017-09-11,BPCL,EQ,513.35,519.0,523.8,510.5,513.65,512.25,515.63,3026548,156057986965000.0,106680.0,1765822,0.5834
2017-09-12,BPCL,EQ,512.25,515.9,535.15,512.55,534.6,533.85,527.27,3957122,208646402740000.0,81511.0,1276005,0.3225
2017-09-13,BPCL,EQ,533.85,536.0,540.4,489.0,499.4,500.2,510.59,8981024,458565550839999.94,103642.0,3672404,0.40890000000000004
2017-09-14,BPCL,EQ,500.2,520.0,524.9,487.05,501.0,500.5,502.03,15828064,794613781100000.0,182506.0,4867880,0.3075
2017-09-15,BPCL,EQ,500.5,500.0,503.0,491.25,498.5,497.25,497.07,5342585,265562513715000.0,73931.0,2453552,0.45920000000000005
2017-09-18,BPCL,EQ,497.25,504.0,506.8,493.35,498.2,497.95,498.93,2851570,142272982350000.0,52853.0,988310,0.34659999999999996
2017-09-19,BPCL,EQ,497.95,498.9,508.2,493.65,507.25,506.9,504.06,3969923,200108863960000.0,62040.0,1818054,0.45799999999999996
2017-09-20,BPCL,EQ,506.9,507.0,507.0,492.5,494.5,494.3,495.24,6309697,312480785615000.0,100716.0,3566423,0.5652
2017-09-21,BPCL,EQ,494.3,495.0,500.0,490.75,495.15,496.15,495.77,5455368,270460508975000.0,52067.0,3394505,0.6222
2017-09-22,BPCL,EQ,496.15,494.05,497.25,483.1,492.5,492.0,490.27,4810438,235840850800000.0,55614.0,2210967,0.4596
2017-09-25,BPCL,EQ,492.0,487.7,492.5,478.25,487.0,487.15,484.8,3637371,176339940680000.0,52095.0,1793173,0.493
2017-09-26,BPCL,EQ,487.15,483.0,485.55,460.05,468.5,469.25,470.83,9210056,433638534025000.0,105652.0,4124394,0.44780000000000003
2017-09-27,BPCL,EQ,469.25,472.0,476.5,462.65,466.0,465.6,468.93,5548780,260199949300000.0,69513.0,2864687,0.5163
2017-09-28,BPCL,EQ,465.6,463.3,465.4,449.4,463.0,462.85,458.53,6846279,313919218400000.0,77506.0,3632119,0.5305
2017-09-29,BPCL,EQ,462.85,466.0,476.0,462.1,475.0,471.3,469.97,6028154,283306381325000.0,71459.0,3229278,0.5357000000000001
2017-10-03,BPCL,EQ,471.3,477.0,481.7,467.0,478.75,478.85,474.33,3270183,155116017595000.0,37876.0,1625737,0.49710000000000004
2017-10-04,BPCL,EQ,478.85,493.25,493.4,476.35,486.0,486.15,484.23,4929189,238685342975000.0,53340.0,1683263,0.34149999999999997
2017-10-05,BPCL,EQ,486.15,482.1,484.75,475.2,480.0,480.1,480.1,2928097,140578972940000.02,27361.0,1018408,0.3478
2017-10-06,BPCL,EQ,480.1,480.0,492.8,478.15,488.9,489.6,484.14,2496805,120881056950000.0,31133.0,793919,0.318
2017-10-09,BPCL,EQ,489.6,486.0,492.05,479.6,481.9,481.25,483.82,3036615,146917909200000.0,39083.0,1254841,0.4132
2017-10-10,BPCL,EQ,481.25,482.0,484.25,476.1,482.3,482.3,480.61,3175579,152621464230000.0,79965.0,1683155,0.53
2017-10-11,BPCL,EQ,482.3,481.05,496.0,479.3,487.4,489.35,488.81,6006098,293585769115000.0,75630.0,2577283,0.4291
2017-10-12,BPCL,EQ,489.35,490.25,494.25,486.5,493.7,491.6,490.44,2321678,113863859765000.02,31761.0,1040095,0.44799999999999995
2017-10-13,BPCL,EQ,491.6,492.4,494.0,484.0,484.3,488.7,489.21,3247000,158847495745000.0,38310.0,2032870,0.6261
2017-10-16,BPCL,EQ,488.7,490.0,501.0,489.0,498.0,498.4,497.36,4149330,206369350860000.0,54476.0,1912238,0.46090000000000003
2017-10-17,BPCL,EQ,498.4,498.0,514.5,494.05,514.0,512.75,509.06,4449253,226494905894999.97,69248.0,1628921,0.3661
2017-10-18,BPCL,EQ,512.75,513.75,519.45,508.0,514.65,513.6,513.99,2687829,138151909030000.0,43674.0,1078042,0.4011
2017-10-19,BPCL,EQ,513.6,516.45,516.45,504.8,509.9,508.15,510.34,206300,10528251215000.0,3105.0,34468,0.1671
2017-10-23,BPCL,EQ,508.15,509.95,519.6,508.1,511.0,511.3,512.68,2140573,109743299380000.0,69134.0,1043117,0.48729999999999996
2017-10-24,BPCL,EQ,511.3,513.5,516.35,505.3,510.1,509.65,511.72,2070164,105934831545000.0,40253.0,1258775,0.6081000000000001
2017-10-25,BPCL,EQ,509.65,515.0,515.0,505.0,509.25,509.8,509.14,3190106,162421059120000.0,46646.0,2073426,0.65
2017-10-26,BPCL,EQ,509.8,510.0,539.85,509.45,536.05,536.45,531.88,7486609,398199789600000.0,113815.0,4304430,0.5750000000000001
2017-10-27,BPCL,EQ,536.45,541.45,548.75,523.35,529.45,527.95,532.19,9078313,483135793405000.0,172458.0,5475604,0.6032000000000001
2017-10-30,BPCL,EQ,527.95,526.5,551.55,524.6,534.85,536.25,540.96,3421726,185103231690000.0,54548.0,1242496,0.36310000000000003
2017-10-31,BPCL,EQ,536.25,535.55,544.35,527.0,540.5,541.6,537.87,3195489,171874510800000.0,53354.0,1445555,0.4524
2017-11-01,BPCL,EQ,541.6,542.0,544.9,534.05,540.5,539.8,538.94,2464379,132816199965000.02,56068.0,1127930,0.45770000000000005
2017-11-02,BPCL,EQ,539.8,544.9,546.6,535.5,544.1,542.85,541.3,2486376,134588732434999.98,37268.0,1335798,0.5372
2017-11-03,BPCL,EQ,542.85,540.2,543.5,531.2,533.2,533.1,535.25,2226073,119151512315000.02,38243.0,1127871,0.5067
2017-11-06,BPCL,EQ,533.1,533.2,533.25,521.0,525.0,524.2,523.92,3386236,177413042500000.0,88390.0,1994401,0.589
2017-11-07,BPCL,EQ,524.2,525.0,525.05,508.4,524.8,521.4,517.32,4163902,215408945015000.0,54654.0,2100246,0.5044
2017-11-08,BPCL,EQ,521.4,524.95,527.15,511.2,521.05,520.2,516.45,2305081,119046494400000.0,39682.0,1082322,0.46950000000000003
2017-11-09,BPCL,EQ,520.2,520.65,526.0,515.0,523.55,522.15,520.1,2260061,117546779475000.0,44204.0,1016130,0.4496
2017-11-10,BPCL,EQ,522.15,516.0,516.3,508.05,513.0,512.1,511.68,2686694,137471986365000.02,43972.0,1301451,0.4844
2017-11-13,BPCL,EQ,512.1,517.2,517.8,493.35,498.5,500.6,500.4,4389689,219661306819999.97,78160.0,1689852,0.385
2017-11-14,BPCL,EQ,500.6,495.75,500.0,487.45,493.3,493.05,491.48,3148613,154748294285000.0,50761.0,1504527,0.4778
2017-11-15,BPCL,EQ,493.05,495.0,508.8,495.0,507.0,504.7,505.18,4117602,208013231320000.0,45964.0,1482751,0.3601
2017-11-16,BPCL,EQ,504.7,507.0,509.75,492.8,501.15,499.35,498.72,2605098,129922662530000.0,37594.0,1100232,0.42229999999999995
2017-11-17,BPCL,EQ,499.35,504.6,507.0,495.45,502.5,504.0,502.07,2980186,149627399735000.0,36502.0,1316716,0.4418
2017-11-20,BPCL,EQ,504.0,502.55,507.8,496.5,504.45,504.45,502.45,1790444,89960746065000.0,23791.0,496628,0.2774
2017-11-21,BPCL,EQ,504.45,506.0,514.5,499.25,512.0,511.5,509.49,4044509,206065237545000.0,49063.0,2277083,0.563
2017-11-22,BPCL,EQ,511.5,514.3,514.4,503.6,508.5,507.7,507.63,2000237,101538782180000.0,26001.0,1002303,0.5011
2017-11-23,BPCL,EQ,507.7,507.0,513.0,501.25,504.7,505.15,506.45,3451343,174792245875000.0,36339.0,2109928,0.6113000000000001
2017-11-24,BPCL,EQ,505.15,503.0,511.85,502.95,511.05,511.0,509.25,1761995,89728891970000.0,25115.0,942416,0.5349
2017-11-27,BPCL,EQ,511.0,507.0,510.55,501.5,510.0,508.45,505.57,2732306,138137664905000.0,38288.0,1545413,0.5656
2017-11-28,BPCL,EQ,508.45,505.0,508.8,500.3,507.6,507.6,504.82,4066465,205285292310000.0,54980.0,1905433,0.4686
2017-11-29,BPCL,EQ,507.6,507.4,516.5,503.05,507.0,507.8,509.52,2759777,140617067845000.0,49084.0,1270436,0.46030000000000004
2017-11-30,BPCL,EQ,507.8,505.8,513.65,501.3,503.0,503.85,506.03,6083478,307841552790000.0,84227.0,3900386,0.6411
2017-12-01,BPCL,EQ,503.85,504.8,507.65,493.65,494.85,496.4,501.15,1651505,82765517835000.0,29612.0,462057,0.2798
2017-12-04,BPCL,EQ,496.4,497.0,500.0,490.45,496.5,496.2,495.75,1562380,77455599090000.0,28730.0,536174,0.3432
2017-12-05,BPCL,EQ,496.2,495.5,505.0,495.05,502.5,500.9,501.25,2398200,120210034145000.0,45593.0,961868,0.4011
2017-12-06,BPCL,EQ,500.9,501.15,502.9,489.35,490.85,490.95,495.08,2928030,144960710220000.0,80731.0,1440407,0.4919
2017-12-07,BPCL,EQ,490.95,491.0,500.0,491.0,499.85,499.1,496.95,1350279,67102198520000.01,47635.0,528419,0.39130000000000004
2017-12-08,BPCL,EQ,499.1,498.5,515.9,498.45,514.15,514.45,508.0,2816688,143087899145000.0,63408.0,1160266,0.4119
2017-12-11,BPCL,EQ,514.45,519.85,521.65,512.2,514.15,514.2,516.61,2567093,132617365400000.0,53388.0,911850,0.3552
2017-12-12,BPCL,EQ,514.2,517.0,517.9,497.1,498.65,498.95,502.53,1976642,99332809695000.0,30545.0,559391,0.28300000000000003
2017-12-13,BPCL,EQ,498.95,500.0,512.5,495.05,507.35,506.3,507.09,3006485,152455541050000.0,40780.0,706852,0.23510000000000003
2017-12-14,BPCL,EQ,506.3,509.95,515.7,505.45,513.0,513.55,511.0,3908315,199714718770000.0,62765.0,1617708,0.4139
2017-12-15,BPCL,EQ,513.55,524.0,525.0,516.2,524.95,523.05,521.52,3885064,202613127070000.0,77775.0,2508856,0.6458
2017-12-18,BPCL,EQ,523.05,522.4,529.85,505.35,529.25,526.4,521.08,4986311,259828295230000.03,78508.0,2736068,0.5487
2017-12-19,BPCL,EQ,526.4,529.0,533.95,526.05,532.7,533.05,531.77,3899556,207367054945000.0,64421.0,2185706,0.5605
2017-12-20,BPCL,EQ,533.05,534.0,534.9,526.95,533.3,532.05,531.15,2725082,144743576295000.0,49101.0,1600067,0.5872
2017-12-21,BPCL,EQ,532.05,531.0,540.5,528.25,533.0,535.1,535.7,2747860,147202886795000.0,43271.0,1370156,0.4986
2017-12-22,BPCL,EQ,535.1,533.1,536.6,529.3,536.1,535.15,533.73,1886590,100692698535000.0,50542.0,1002823,0.5316
2017-12-26,BPCL,EQ,535.15,534.9,542.5,530.8,535.9,538.9,535.92,2023385,108438076255000.0,47382.0,868207,0.4291
2017-12-27,BPCL,EQ,538.9,534.95,541.2,531.25,534.0,533.4,536.7,1783603,95726653625000.0,37676.0,793792,0.445
2017-12-28,BPCL,EQ,533.4,531.65,537.9,522.1,522.8,526.2,528.64,4992425,263917730494999.97,60455.0,3181620,0.6373
